"qg","N","w1","w2","w3","w4","prob"
"rt thanks for the",6,"rt","thanks","for","the",2.56788415760988e-06
"run of the mill",5,"run","of","the","mill",2.1399034646749e-06
"run of the season",5,"run","of","the","season",2.1399034646749e-06
"run with a time",6,"run","with","a","time",2.56788415760988e-06
"runners in scoring position",5,"runners","in","scoring","position",2.1399034646749e-06
"rush big time rush",5,"rush","big","time","rush",2.1399034646749e-06
"said a lot of",6,"said","a","lot","of",2.56788415760988e-06
"said at the time",6,"said","at","the","time",2.56788415760988e-06
"said he did not",9,"said","he","did","not",3.85182623641482e-06
"said he didnt know",6,"said","he","didnt","know",2.56788415760988e-06
"said he wanted to",5,"said","he","wanted","to",2.1399034646749e-06
"said i think the",5,"said","i","think","the",2.1399034646749e-06
"said i want to",8,"said","i","want","to",3.42384554347984e-06
"said i was a",5,"said","i","was","a",2.1399034646749e-06
"said in a statement",38,"said","in","a","statement",1.62632663315293e-05
"said in an email",9,"said","in","an","email",3.85182623641482e-06
"said in an interview",15,"said","in","an","interview",6.4197103940247e-06
"said it was a",14,"said","it","was","a",5.99172970108972e-06
"said it was too",5,"said","it","was","too",2.1399034646749e-06
"said it would be",10,"said","it","would","be",4.2798069293498e-06
"said last week that",6,"said","last","week","that",2.56788415760988e-06
"said most of the",5,"said","most","of","the",2.1399034646749e-06
"said some of the",5,"said","some","of","the",2.1399034646749e-06
"said there is no",6,"said","there","is","no",2.56788415760988e-06
"said there was no",12,"said","there","was","no",5.13576831521976e-06
"said this is a",6,"said","this","is","a",2.56788415760988e-06
"salt and pepper and",6,"salt","and","pepper","and",2.56788415760988e-06
"saturated mg cholesterol mg",7,"saturated","mg","cholesterol","mg",2.99586485054486e-06
"say i love you",7,"say","i","love","you",2.99586485054486e-06
"search for a new",6,"search","for","a","new",2.56788415760988e-06
"second half of the",9,"second","half","of","the",3.85182623641482e-06
"second round of the",7,"second","round","of","the",2.99586485054486e-06
"secretary of state hillary",10,"secretary","of","state","hillary",4.2798069293498e-06
"securities and exchange commission",11,"securities","and","exchange","commission",4.70778762228478e-06
"see a lot of",7,"see","a","lot","of",2.99586485054486e-06
"see if i can",8,"see","if","i","can",3.42384554347984e-06
"see some of you",5,"see","some","of","you",2.1399034646749e-06
"see what i can",5,"see","what","i","can",2.1399034646749e-06
"see what i mean",5,"see","what","i","mean",2.1399034646749e-06
"see you again soon",5,"see","you","again","soon",2.1399034646749e-06
"see you at the",5,"see","you","at","the",2.1399034646749e-06
"see you in the",8,"see","you","in","the",3.42384554347984e-06
"see you on the",10,"see","you","on","the",4.2798069293498e-06
"see you there i",6,"see","you","there","i",2.56788415760988e-06
"seem to be the",5,"seem","to","be","the",2.1399034646749e-06
"seems to be a",11,"seems","to","be","a",4.70778762228478e-06
"seems to be an",5,"seems","to","be","an",2.1399034646749e-06
"seems to be the",9,"seems","to","be","the",3.85182623641482e-06
"seems to me that",7,"seems","to","me","that",2.99586485054486e-06
"senate president stephen sweeney",6,"senate","president","stephen","sweeney",2.56788415760988e-06
"sense of the word",6,"sense","of","the","word",2.56788415760988e-06
"services llc and amazon",8,"services","llc","and","amazon",3.42384554347984e-06
"services llc and or",8,"services","llc","and","or",3.42384554347984e-06
"serving calories protein carbohydrate",5,"serving","calories","protein","carbohydrate",2.1399034646749e-06
"set the stage for",5,"set","the","stage","for",2.1399034646749e-06
"she and her husband",10,"she","and","her","husband",4.2798069293498e-06
"she gave me a",5,"she","gave","me","a",2.1399034646749e-06
"she said it was",5,"she","said","it","was",2.1399034646749e-06
"she said she was",9,"she","said","she","was",3.85182623641482e-06
"she was going to",12,"she","was","going","to",5.13576831521976e-06
"shoot me an email",5,"shoot","me","an","email",2.1399034646749e-06
"should be a good",6,"should","be","a","good",2.56788415760988e-06
"should be a great",6,"should","be","a","great",2.56788415760988e-06
"should be able to",17,"should","be","able","to",7.27567177989467e-06
"should have been a",7,"should","have","been","a",2.99586485054486e-06
"shout out on the",5,"shout","out","on","the",2.1399034646749e-06
"shout out to for",5,"shout","out","to","for",2.1399034646749e-06
"shout out to my",10,"shout","out","to","my",4.2798069293498e-06
"shout out to our",5,"shout","out","to","our",2.1399034646749e-06
"shut the fuck up",9,"shut","the","fuck","up",3.85182623641482e-06
"side of the road",5,"side","of","the","road",2.1399034646749e-06
"sides of the bowl",6,"sides","of","the","bowl",2.56788415760988e-06
"sign up for the",5,"sign","up","for","the",2.1399034646749e-06
"similar to the one",5,"similar","to","the","one",2.1399034646749e-06
"since i was a",5,"since","i","was","a",2.1399034646749e-06
"since the start of",6,"since","the","start","of",2.56788415760988e-06
"sites to earn advertising",8,"sites","to","earn","advertising",3.42384554347984e-06
"snow on the ground",5,"snow","on","the","ground",2.1399034646749e-06
"so excited for this",6,"so","excited","for","this",2.56788415760988e-06
"so excited to be",5,"so","excited","to","be",2.1399034646749e-06
"so excited to see",10,"so","excited","to","see",4.2798069293498e-06
"so far as to",6,"so","far","as","to",2.56788415760988e-06
"so far i think",5,"so","far","i","think",2.1399034646749e-06
"so far so good",11,"so","far","so","good",4.70778762228478e-06
"so far this year",5,"so","far","this","year",2.1399034646749e-06
"so glad you enjoyed",6,"so","glad","you","enjoyed",2.56788415760988e-06
"so grateful for the",5,"so","grateful","for","the",2.1399034646749e-06
"so happy for you",5,"so","happy","for","you",2.1399034646749e-06
"so happy to hear",6,"so","happy","to","hear",2.56788415760988e-06
"so happy to see",6,"so","happy","to","see",2.56788415760988e-06
"so i can get",11,"so","i","can","get",4.70778762228478e-06
"so i can go",6,"so","i","can","go",2.56788415760988e-06
"so i can see",5,"so","i","can","see",2.1399034646749e-06
"so i decided to",16,"so","i","decided","to",6.84769108695968e-06
"so i dont have",7,"so","i","dont","have",2.99586485054486e-06
"so i guess i",5,"so","i","guess","i",2.1399034646749e-06
"so i had to",8,"so","i","had","to",3.42384554347984e-06
"so i have a",6,"so","i","have","a",2.56788415760988e-06
"so i will be",5,"so","i","will","be",2.1399034646749e-06
"so it was a",5,"so","it","was","a",2.1399034646749e-06
"so many of my",5,"so","many","of","my",2.1399034646749e-06
"so much better than",8,"so","much","better","than",3.42384554347984e-06
"so much for the",26,"so","much","for","the",1.11274980163095e-05
"so much for your",5,"so","much","for","your",2.1399034646749e-06
"so much fun to",5,"so","much","fun","to",2.1399034646749e-06
"so much i hope",5,"so","much","i","hope",2.1399034646749e-06
"so much more than",6,"so","much","more","than",2.56788415760988e-06
"so much so that",7,"so","much","so","that",2.99586485054486e-06
"so much that i",6,"so","much","that","i",2.56788415760988e-06
"so much to all",5,"so","much","to","all",2.1399034646749e-06
"so much to do",14,"so","much","to","do",5.99172970108972e-06
"so proud of you",7,"so","proud","of","you",2.99586485054486e-06
"so so so much",5,"so","so","so","much",2.1399034646749e-06
"so so so so",9,"so","so","so","so",3.85182623641482e-06
"so that he could",7,"so","that","he","could",2.99586485054486e-06
"so that i can",8,"so","that","i","can",3.42384554347984e-06
"so that i could",9,"so","that","i","could",3.85182623641482e-06
"so that they can",5,"so","that","they","can",2.1399034646749e-06
"so that we can",6,"so","that","we","can",2.56788415760988e-06
"so that we could",5,"so","that","we","could",2.1399034646749e-06
"so that you can",9,"so","that","you","can",3.85182623641482e-06
"so we can get",5,"so","we","can","get",2.1399034646749e-06
"so we decided to",5,"so","we","decided","to",2.1399034646749e-06
"so what do you",6,"so","what","do","you",2.56788415760988e-06
"so without further ado",5,"so","without","further","ado",2.1399034646749e-06
"so you can see",7,"so","you","can","see",2.99586485054486e-06
"some of my favorite",7,"some","of","my","favorite",2.99586485054486e-06
"some of the best",23,"some","of","the","best",9.84355593750455e-06
"some of the more",6,"some","of","the","more",2.56788415760988e-06
"some of the most",19,"some","of","the","most",8.13163316576463e-06
"some of the same",5,"some","of","the","same",2.1399034646749e-06
"some of the things",7,"some","of","the","things",2.99586485054486e-06
"some of the worst",5,"some","of","the","worst",2.1399034646749e-06
"some parts of the",6,"some","parts","of","the",2.56788415760988e-06
"something to do with",15,"something","to","do","with",6.4197103940247e-06
"something to look forward",5,"something","to","look","forward",2.1399034646749e-06
"sometimes i feel like",5,"sometimes","i","feel","like",2.1399034646749e-06
"sometimes you have to",9,"sometimes","you","have","to",3.85182623641482e-06
"sorry to hear about",5,"sorry","to","hear","about",2.1399034646749e-06
"sorry to hear that",7,"sorry","to","hear","that",2.99586485054486e-06
"sounds good to me",6,"sounds","good","to","me",2.56788415760988e-06
"sounds like a good",6,"sounds","like","a","good",2.56788415760988e-06
"sounds like a great",5,"sounds","like","a","great",2.1399034646749e-06
"spend the rest of",5,"spend","the","rest","of",2.1399034646749e-06
"spent a lot of",10,"spent","a","lot","of",4.2798069293498e-06
"spread the word about",7,"spread","the","word","about",2.99586485054486e-06
"spread the word and",8,"spread","the","word","and",3.42384554347984e-06
"square feet on for",18,"square","feet","on","for",7.70365247282965e-06
"st louis public schools",7,"st","louis","public","schools",2.99586485054486e-06
"standard and poors index",5,"standard","and","poors","index",2.1399034646749e-06
"standing in front of",6,"standing","in","front","of",2.56788415760988e-06
"state of the art",9,"state","of","the","art",3.85182623641482e-06
"state of the union",5,"state","of","the","union",2.1399034646749e-06
"stay tuned for more",9,"stay","tuned","for","more",3.85182623641482e-06
"still have a lot",6,"still","have","a","lot",2.56788415760988e-06
"still looking for a",5,"still","looking","for","a",2.1399034646749e-06
"still trying to figure",5,"still","trying","to","figure",2.1399034646749e-06
"stop by and say",6,"stop","by","and","say",2.56788415760988e-06
"stuck in my head",15,"stuck","in","my","head",6.4197103940247e-06
"sub regional nation state",6,"sub","regional","nation","state",2.56788415760988e-06
"subject to change or",8,"subject","to","change","or",3.42384554347984e-06
"such a way that",8,"such","a","way","that",3.42384554347984e-06
"such thing as a",7,"such","thing","as","a",2.99586485054486e-06
"supposed to be a",11,"supposed","to","be","a",4.70778762228478e-06
"supreme flavor and spirit",5,"supreme","flavor","and","spirit",2.1399034646749e-06
"sure how i feel",7,"sure","how","i","feel",2.99586485054486e-06
"sure it will be",5,"sure","it","will","be",2.1399034646749e-06
"sure to check out",11,"sure","to","check","out",4.70778762228478e-06
"swag swag swag on",5,"swag","swag","swag","on",2.1399034646749e-06
"take a break from",8,"take","a","break","from",3.42384554347984e-06
"take a deep breath",5,"take","a","deep","breath",2.1399034646749e-06
"take a look at",17,"take","a","look","at",7.27567177989467e-06
"take a moment to",8,"take","a","moment","to",3.42384554347984e-06
"take a picture of",8,"take","a","picture","of",3.42384554347984e-06
"take advantage of our",7,"take","advantage","of","our",2.99586485054486e-06
"take advantage of the",7,"take","advantage","of","the",2.99586485054486e-06
"take care of my",6,"take","care","of","my",2.56788415760988e-06
"take care of the",9,"take","care","of","the",3.85182623641482e-06
"take the time to",12,"take","the","time","to",5.13576831521976e-06
"taken to a hospital",6,"taken","to","a","hospital",2.56788415760988e-06
"taking a break from",6,"taking","a","break","from",2.56788415760988e-06
"taking the time to",6,"taking","the","time","to",2.56788415760988e-06
"talking to each other",5,"talking","to","each","other",2.1399034646749e-06
"tell me about it",5,"tell","me","about","it",2.1399034646749e-06
"tell me what you",5,"tell","me","what","you",2.1399034646749e-06
"tell you all about",5,"tell","you","all","about",2.1399034646749e-06
